"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"iniconfig-2.1.0.tar.gz","iniconfig-2.1.0.tar.gz","","","x86_64-linux","/nix/store/k9fkfv3669jkhb6ivcqlk2i9in9i0pmp-iniconfig-2.1.0.tar.gz","['/nix/store/k9fkfv3669jkhb6ivcqlk2i9in9i0pmp-iniconfig-2.1.0.tar.gz']","/nix/store/dpdlass14pbm0205hwg8lri0mkk2gcl3-iniconfig-2.1.0.tar.gz.drv","cpe:2.3:a:iniconfig-2.1.0.tar.gz:iniconfig-2.1.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/iniconfig-2.1.0.tar.gz","mirror://pypi/i/iniconfig/iniconfig-2.1.0.tar.gz","","","","","","","",""
"install-shell-files","install-shell-files","","","x86_64-linux","/nix/store/fipmgvpfp3l9mian1gahdhv66nrjxdbd-install-shell-files","['/nix/store/fipmgvpfp3l9mian1gahdhv66nrjxdbd-install-shell-files']","/nix/store/80c4mwpl0kirzza7yw9gv7c5awcmxxnr-install-shell-files.drv","cpe:2.3:a:install-shell-files:install-shell-files::*:*:*:*:*:*:*","pkg:nix/install-shell-files","","install-shell-files","","","False","","","",""
"instant-0.1.12","instant-0.1.12","","","x86_64-linux","/nix/store/ad1gwbqw4m6gyqf49khw9lwk0zq0ihjx-instant-0.1.12","['/nix/store/ad1gwbqw4m6gyqf49khw9lwk0zq0ihjx-instant-0.1.12']","/nix/store/1ybw8aa4awnh8bmlw5r8mq40nb3ls27n-instant-0.1.12.drv","cpe:2.3:a:instant-0.1.12:instant-0.1.12::*:*:*:*:*:*:*","pkg:nix/instant-0.1.12","","","","","","","","",""
"is_executable-1.0.1","is_executable-1.0.1","","","x86_64-linux","/nix/store/pdrda73bfr3sh8zcrsah7cdp4rqdfbf9-is_executable-1.0.1","['/nix/store/pdrda73bfr3sh8zcrsah7cdp4rqdfbf9-is_executable-1.0.1']","/nix/store/28kni9bhxinifmrbqwidq7bhkvj0zsmr-is_executable-1.0.1.drv","cpe:2.3:a:is_executable-1.0.1:is_executable-1.0.1::*:*:*:*:*:*:*","pkg:nix/is_executable-1.0.1","","","","","","","","",""
"isahc-1.7.2","isahc-1.7.2","","","x86_64-linux","/nix/store/akvc8znd0h20c4lw74pm42zyp0irp6lh-isahc-1.7.2","['/nix/store/akvc8znd0h20c4lw74pm42zyp0irp6lh-isahc-1.7.2']","/nix/store/nj8p4pbdmjdsz6sq3qwx3kqyjbz0059q-isahc-1.7.2.drv","cpe:2.3:a:isahc-1.7.2:isahc-1.7.2::*:*:*:*:*:*:*","pkg:nix/isahc-1.7.2","","","","","","","","",""
"isl-0.20","isl","0.20","","x86_64-linux","/nix/store/2ip3qc11pylnm6qy1xzdq7p72jlbczgy-isl-0.20","['/nix/store/2ip3qc11pylnm6qy1xzdq7p72jlbczgy-isl-0.20']","/nix/store/7lbbrkp2jr4gfsy428199nh7wdkvpi4f-isl-0.20.drv","cpe:2.3:a:isl:isl:0.20:*:*:*:*:*:*:*","pkg:nix/isl@0.20","","isl","0.20","https://libisl.sourceforge.io/","False","Library for manipulating sets and relations of integer points bounded by linear constraints","lgpl21","LGPL-2.1",""
"isl-0.20","isl","0.20","","x86_64-linux","/nix/store/agj742h6zh3d5xwr1z0kd83jbf466fv3-isl-0.20","['/nix/store/agj742h6zh3d5xwr1z0kd83jbf466fv3-isl-0.20']","/nix/store/pb2gz9hlzhp2rgldyff87kgzvp6q2j89-isl-0.20.drv","cpe:2.3:a:isl:isl:0.20:*:*:*:*:*:*:*","pkg:nix/isl@0.20","","isl","0.20","https://libisl.sourceforge.io/","False","Library for manipulating sets and relations of integer points bounded by linear constraints","lgpl21","LGPL-2.1",""
"isl-0.20.tar.xz","isl-0.20.tar.xz","","","builtin","/nix/store/x9v0hmr76dm68pijzldzxks01iqzag1z-isl-0.20.tar.xz","['/nix/store/x9v0hmr76dm68pijzldzxks01iqzag1z-isl-0.20.tar.xz']","/nix/store/qxz8v1gxrrw9j138k2ajl36vcajra8mb-isl-0.20.tar.xz.drv","cpe:2.3:a:isl-0.20.tar.xz:isl-0.20.tar.xz::*:*:*:*:*:*:*","pkg:nix/isl-0.20.tar.xz","https://downloads.sourceforge.net/libisl/isl-0.20.tar.xz","","","","","","","",""
"itoa-1.0.11","itoa-1.0.11","","","x86_64-linux","/nix/store/b2gpwhkm7zky7688zvc8mpmpblywkc4m-itoa-1.0.11","['/nix/store/b2gpwhkm7zky7688zvc8mpmpblywkc4m-itoa-1.0.11']","/nix/store/lmklnhxqq941p38a46pki6kj2p3mfmyi-itoa-1.0.11.drv","cpe:2.3:a:itoa-1.0.11:itoa-1.0.11::*:*:*:*:*:*:*","pkg:nix/itoa-1.0.11","","","","","","","","",""
"jq-1.8.1","jq","1.8.1","/nix/store/aj5idp63d622kip60zwn9jql2a3hg4k3-musl.patch /nix/store/5r4sl4sqx7c1v5qpcwnjs7hzfl5ahczj-CVE-2026-32316.patch /nix/store/1jj0wmmzyj6z3z8l9jgy10sq1hrkjqi2-CVE-2026-33947.patch /nix/store/y894rxn0bl4hxq9acqfrl901zp19qs9w-CVE-2026-33948.patch /nix/store/lba1ny432cnxphrwzxj65fbb4jh6hpj8-CVE-2026-39979.patch /nix/store/82zinyw58s5r5naay19sl1rm8lkqzsy8-CVE-2026-40164.patch","x86_64-linux","/nix/store/sr8p0j0answrr398k1izaad3d18xafzp-jq-1.8.1","['/nix/store/sr8p0j0answrr398k1izaad3d18xafzp-jq-1.8.1']","/nix/store/w0jqd0cd2ak2ndms7r6sv8svin8mr9x5-jq-1.8.1.drv","cpe:2.3:a:jq:jq:1.8.1:*:*:*:*:*:*:*","pkg:nix/jq@1.8.1","","jq","1.8.1","https://jqlang.github.io/jq/","False","Lightweight and flexible command-line JSON processor","mit","MIT","7c6f434c@mail.ru;artturin@artturin.com;n@monade.li;hello+nixpkgs@j-k.io"
"jq-1.8.1.tar.gz","jq-1.8.1.tar.gz","","","x86_64-linux","/nix/store/6vr4s2af89acwmpjrr0awdk50lakzpjk-jq-1.8.1.tar.gz","['/nix/store/6vr4s2af89acwmpjrr0awdk50lakzpjk-jq-1.8.1.tar.gz']","/nix/store/vrs6k09qzhsdif9f0hp052xz9kj69x2l-jq-1.8.1.tar.gz.drv","cpe:2.3:a:jq-1.8.1.tar.gz:jq-1.8.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/jq-1.8.1.tar.gz","https://github.com/jqlang/jq/releases/download/jq-1.8.1/jq-1.8.1.tar.gz","","","","","","","",""
"keyutils-1.6.3","keyutils","1.6.3","/nix/store/88a62ypvi5xpa3m8znhrl6l7jc307i8r-conf-symlink.patch /nix/store/z0sjg5c7g1iqb4x5vyiqcm5n68mb5x5p-0001-Remove-unused-function-after_eq.patch /nix/store/p3prlmdjdwlry48i4nmwkxp6qxdi28lm-pkg-config-static.patch /nix/store/d1xybymfx4ad0hy6zv97walg9v1dyzn6-raw","x86_64-linux","/nix/store/r2gsaba4rmpnsnjil2hlc6i0qc0lqdin-keyutils-1.6.3","['/nix/store/r2gsaba4rmpnsnjil2hlc6i0qc0lqdin-keyutils-1.6.3']","/nix/store/njiwy4f7kg98j0vkzm315cpwvaczmpa5-keyutils-1.6.3.drv","cpe:2.3:a:keyutils:keyutils:1.6.3:*:*:*:*:*:*:*","pkg:nix/keyutils@1.6.3","","keyutils","1.6.3","https://people.redhat.com/dhowells/keyutils/","False","Tools used to control the Linux kernel key management system","gpl2Plus","GPL-2.0-or-later",""
"keyutils-1.6.3","keyutils","1.6.3","/nix/store/88a62ypvi5xpa3m8znhrl6l7jc307i8r-conf-symlink.patch /nix/store/z0sjg5c7g1iqb4x5vyiqcm5n68mb5x5p-0001-Remove-unused-function-after_eq.patch /nix/store/p3prlmdjdwlry48i4nmwkxp6qxdi28lm-pkg-config-static.patch /nix/store/d1xybymfx4ad0hy6zv97walg9v1dyzn6-raw","x86_64-linux","/nix/store/r2gsaba4rmpnsnjil2hlc6i0qc0lqdin-keyutils-1.6.3","['/nix/store/r2gsaba4rmpnsnjil2hlc6i0qc0lqdin-keyutils-1.6.3']","/nix/store/rz1kyyhf78hxgrmj8g6imsfgi45y2ksl-keyutils-1.6.3.drv","cpe:2.3:a:keyutils:keyutils:1.6.3:*:*:*:*:*:*:*","pkg:nix/keyutils@1.6.3","","keyutils","1.6.3","https://people.redhat.com/dhowells/keyutils/","False","Tools used to control the Linux kernel key management system","gpl2Plus","GPL-2.0-or-later",""
"keyutils-1.6.3.tar.gz","keyutils-1.6.3.tar.gz","","","x86_64-linux","/nix/store/9n3d2g1pplp7bacghxkqb73z0fipgn2h-keyutils-1.6.3.tar.gz","['/nix/store/9n3d2g1pplp7bacghxkqb73z0fipgn2h-keyutils-1.6.3.tar.gz']","/nix/store/0jh7a5pkgydj6is6rqi50980swy0p9il-keyutils-1.6.3.tar.gz.drv","cpe:2.3:a:keyutils-1.6.3.tar.gz:keyutils-1.6.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/keyutils-1.6.3.tar.gz","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git/snapshot/keyutils-1.6.3.tar.gz","","","","","","","",""
"keyutils-1.6.3.tar.gz","keyutils-1.6.3.tar.gz","","","builtin","/nix/store/9n3d2g1pplp7bacghxkqb73z0fipgn2h-keyutils-1.6.3.tar.gz","['/nix/store/9n3d2g1pplp7bacghxkqb73z0fipgn2h-keyutils-1.6.3.tar.gz']","/nix/store/lkkzb8ybhp5jjgvb04b13n68i51lxwd9-keyutils-1.6.3.tar.gz.drv","cpe:2.3:a:keyutils-1.6.3.tar.gz:keyutils-1.6.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/keyutils-1.6.3.tar.gz","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git/snapshot/keyutils-1.6.3.tar.gz","","","","","","","",""
"krb5-1.22.1","krb5-1.22.1","","","","/nix/store/n4pzsddppf7sh8r7vx7qfrh41v2nmady-krb5-1.22.1","['/nix/store/n4pzsddppf7sh8r7vx7qfrh41v2nmady-krb5-1.22.1']","/nix/store/1azj7nyh9wr3w388rpn43l7ij12fm2b6-krb5-1.22.1.drv","cpe:2.3:a:krb5-1.22.1:krb5-1.22.1::*:*:*:*:*:*:*","pkg:nix/krb5-1.22.1","","krb5","1.22.1","http://web.mit.edu/kerberos/","False","MIT Kerberos 5","mit","MIT",""
"krb5-1.22.1","krb5-1.22.1","","","","/nix/store/z2cc4m1km54by9kiwlyny7pnpqlk8j6j-krb5-1.22.1","['/nix/store/z2cc4m1km54by9kiwlyny7pnpqlk8j6j-krb5-1.22.1']","/nix/store/j0blb67j7r1sbmkk03590j4nllmbvnnc-krb5-1.22.1.drv","cpe:2.3:a:krb5-1.22.1:krb5-1.22.1::*:*:*:*:*:*:*","pkg:nix/krb5-1.22.1","","krb5","1.22.1","http://web.mit.edu/kerberos/","False","MIT Kerberos 5","mit","MIT",""
"krb5-1.22.1.tar.gz","krb5-1.22.1.tar.gz","","","x86_64-linux","/nix/store/3y6wrd1c4xfjld9xjr6dyb8zi4v192p2-krb5-1.22.1.tar.gz","['/nix/store/3y6wrd1c4xfjld9xjr6dyb8zi4v192p2-krb5-1.22.1.tar.gz']","/nix/store/a3kqm5mwp0bi3sc0vlp2rvngrh0mya8p-krb5-1.22.1.tar.gz.drv","cpe:2.3:a:krb5-1.22.1.tar.gz:krb5-1.22.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/krb5-1.22.1.tar.gz","https://kerberos.org/dist/krb5/1.22/krb5-1.22.1.tar.gz","","","","","","","",""
"krb5-1.22.1.tar.gz","krb5-1.22.1.tar.gz","","","builtin","/nix/store/3y6wrd1c4xfjld9xjr6dyb8zi4v192p2-krb5-1.22.1.tar.gz","['/nix/store/3y6wrd1c4xfjld9xjr6dyb8zi4v192p2-krb5-1.22.1.tar.gz']","/nix/store/zgklqdh9majhk3nyivpl33ciflvsq5lc-krb5-1.22.1.tar.gz.drv","cpe:2.3:a:krb5-1.22.1.tar.gz:krb5-1.22.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/krb5-1.22.1.tar.gz","https://kerberos.org/dist/krb5/1.22/krb5-1.22.1.tar.gz","","","","","","","",""
"libarchive-3.8.7","libarchive","3.8.7","","x86_64-linux","/nix/store/pykx2f4piqcjyaac5ldwc6zny4jdcakb-libarchive-3.8.7","['/nix/store/pykx2f4piqcjyaac5ldwc6zny4jdcakb-libarchive-3.8.7']","/nix/store/sjyss5nbi12hny9fbs172kxiisq44ihv-libarchive-3.8.7.drv","cpe:2.3:a:libarchive:libarchive:3.8.7:*:*:*:*:*:*:*","pkg:nix/libarchive@3.8.7","","libarchive","3.8.7","http://libarchive.org","False","Multi-format archive and compression library","bsd3","BSD-3-Clause","jack@mudshark.org"
"libbfd-plugin-api-header","libbfd-plugin-api-header","","","x86_64-linux","/nix/store/iqbxh577gicngvnxranwl0061knq1sm7-libbfd-plugin-api-header","['/nix/store/iqbxh577gicngvnxranwl0061knq1sm7-libbfd-plugin-api-header']","/nix/store/vqxryww8whl7z8kvld41n6kn3z0iqkjk-libbfd-plugin-api-header.drv","cpe:2.3:a:libbfd-plugin-api-header:libbfd-plugin-api-header::*:*:*:*:*:*:*","pkg:nix/libbfd-plugin-api-header","","","","","","","","",""
"libc-0.2.153","libc-0.2.153","","","x86_64-linux","/nix/store/krhfp9nv8yvm46lwnn1cjl4yb0qdl0z6-libc-0.2.153","['/nix/store/krhfp9nv8yvm46lwnn1cjl4yb0qdl0z6-libc-0.2.153']","/nix/store/kpiqh0g0zwy05spbw4y7fayc5yb14p69-libc-0.2.153.drv","cpe:2.3:a:libc-0.2.153:libc-0.2.153::*:*:*:*:*:*:*","pkg:nix/libc-0.2.153","","","","","","","","",""
"libcap-ng-0.8.5","libcap-ng","0.8.5","","x86_64-linux","/nix/store/fj8rnx79ndvbl5gl2glhc8jv3kz98850-libcap-ng-0.8.5","['/nix/store/fj8rnx79ndvbl5gl2glhc8jv3kz98850-libcap-ng-0.8.5']","/nix/store/37j05v859hpmx6766h93c6fzznzbxaqy-libcap-ng-0.8.5.drv","cpe:2.3:a:libcap-ng:libcap-ng:0.8.5:*:*:*:*:*:*:*","pkg:nix/libcap-ng@0.8.5","","libcap-ng","0.8.5","https://people.redhat.com/sgrubb/libcap-ng/","False","Library for working with POSIX capabilities","lgpl21","LGPL-2.1","soeren@benjos.de"
"libedit-20251016-3.1","libedit","20251016-3.1","/nix/store/g3b8qdwdcgqvi5j6xh096ivrnln30f3h-01-cygwin.patch","x86_64-linux","/nix/store/lszka4rzzmlmw1sp1nlr9qxx436ixhyz-libedit-20251016-3.1","['/nix/store/lszka4rzzmlmw1sp1nlr9qxx436ixhyz-libedit-20251016-3.1']","/nix/store/jbpwcphgwaa1l79vrwazdyh25qfmv43b-libedit-20251016-3.1.drv","cpe:2.3:a:libedit:libedit:20251016-3.1:*:*:*:*:*:*:*","pkg:nix/libedit@20251016-3.1","","libedit","20251016-3.1","http://www.thrysoee.dk/editline/","False","Port of the NetBSD Editline library (libedit)","bsd3","BSD-3-Clause",""
"libedit-20251016-3.1.tar.gz","libedit-20251016-3.1.tar.gz","","","x86_64-linux","/nix/store/4f5r16c8974czm23arn0g22vh8lb7hhp-libedit-20251016-3.1.tar.gz","['/nix/store/4f5r16c8974czm23arn0g22vh8lb7hhp-libedit-20251016-3.1.tar.gz']","/nix/store/kqici86rgw4wvm4llzddyc9694kgv3dw-libedit-20251016-3.1.tar.gz.drv","cpe:2.3:a:libedit-20251016-3.1.tar.gz:libedit-20251016-3.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/libedit-20251016-3.1.tar.gz","https://thrysoee.dk/editline/libedit-20251016-3.1.tar.gz","","","","","","","",""
"libev-4.33","libev","4.33","","x86_64-linux","/nix/store/6jbhcijnpsj17gd83ddn46ghycazkhc9-libev-4.33","['/nix/store/6jbhcijnpsj17gd83ddn46ghycazkhc9-libev-4.33']","/nix/store/y8dlrbxh4jmjbgpm4qx4zzzpj14m3m5l-libev-4.33.drv","cpe:2.3:a:libev:libev:4.33:*:*:*:*:*:*:*","pkg:nix/libev@4.33","","libev","4.33","","False","High-performance event loop/event model with lots of features","bsd2","BSD-2-Clause","7c6f434c@mail.ru"
"libev-4.33.tar.gz","libev-4.33.tar.gz","","","x86_64-linux","/nix/store/2mkgvzqxb3bn4g37hr6qiqz81rmf9df2-libev-4.33.tar.gz","['/nix/store/2mkgvzqxb3bn4g37hr6qiqz81rmf9df2-libev-4.33.tar.gz']","/nix/store/qy6bpnhyvybkq32r6qs7mjz199pd1h5z-libev-4.33.tar.gz.drv","cpe:2.3:a:libev-4.33.tar.gz:libev-4.33.tar.gz::*:*:*:*:*:*:*","pkg:nix/libev-4.33.tar.gz","http://dist.schmorp.de/libev/Attic/libev-4.33.tar.gz","","","","","","","",""
"libffi-3.5.2","libffi","3.5.2","/nix/store/8dsrka2c5kz5ziz9cq94ybzrvhjw5rdq-freebsd-tsan-pthread.patch","x86_64-linux","/nix/store/n28qgdj8c1q41kf7n4y1jxa6ckp85m3c-libffi-3.5.2","['/nix/store/n28qgdj8c1q41kf7n4y1jxa6ckp85m3c-libffi-3.5.2']","/nix/store/vm069zxdl9bf8zrpgrjnzgk684ygwpfw-libffi-3.5.2.drv","cpe:2.3:a:libffi_project:libffi:3.5.2:*:*:*:*:*:*:*","pkg:nix/libffi@3.5.2","","libffi","3.5.2","http://sourceware.org/libffi/","False","Foreign function call interface library","mit","MIT","mjbauer95@gmail.com"
"libffi-3.5.2.tar.gz","libffi-3.5.2.tar.gz","","","x86_64-linux","/nix/store/llrva3nbji6g593izd02y0g1gk0py9d9-libffi-3.5.2.tar.gz","['/nix/store/llrva3nbji6g593izd02y0g1gk0py9d9-libffi-3.5.2.tar.gz']","/nix/store/mivsl9b3667cpdpqww40v3dgq3h8sr92-libffi-3.5.2.tar.gz.drv","cpe:2.3:a:libffi-3.5.2.tar.gz:libffi-3.5.2.tar.gz::*:*:*:*:*:*:*","pkg:nix/libffi-3.5.2.tar.gz","https://github.com/libffi/libffi/releases/download/v3.5.2/libffi-3.5.2.tar.gz","","","","","","","",""
"libidn2-2.3.8","libidn2-2.3.8","","","x86_64-linux","/nix/store/jw2a6swh4c7lhsg5rw06wdi84bpgxp7v-libidn2-2.3.8","['/nix/store/jw2a6swh4c7lhsg5rw06wdi84bpgxp7v-libidn2-2.3.8']","/nix/store/0flvmkf621y3gz5j9rvgnq3dgllsf9y9-libidn2-2.3.8.drv","cpe:2.3:a:libidn2-2.3.8:libidn2-2.3.8::*:*:*:*:*:*:*","pkg:nix/libidn2-2.3.8","","libidn2","2.3.8","https://www.gnu.org/software/libidn/#libidn2","False","Free software implementation of IDNA2008 and TR46","lgpl3Plus;gpl2Plus;gpl3Plus","LGPL-3.0-or-later;GPL-2.0-or-later;GPL-3.0-or-later","fpletz@fnordicwalking.de"
"libidn2-2.3.8","libidn2","2.3.8","","x86_64-linux","/nix/store/qywg7bxskvihq62ms2g51fkzkrdnyfkh-libidn2-2.3.8","['/nix/store/qywg7bxskvihq62ms2g51fkzkrdnyfkh-libidn2-2.3.8']","/nix/store/a64c09hgbhz1k3knddjgc43z6hpb0gsx-libidn2-2.3.8.drv","cpe:2.3:a:gnu:libidn2:2.3.8:*:*:*:*:*:*:*","pkg:nix/libidn2@2.3.8","","libidn2","2.3.8","https://www.gnu.org/software/libidn/#libidn2","False","Free software implementation of IDNA2008 and TR46","lgpl3Plus;gpl2Plus;gpl3Plus","LGPL-3.0-or-later;GPL-2.0-or-later;GPL-3.0-or-later","fpletz@fnordicwalking.de"
"libidn2-2.3.8.tar.gz","libidn2-2.3.8.tar.gz","","","builtin","/nix/store/9dcs318zy7jbxz8kfdjnxd1c6s1xd2vy-libidn2-2.3.8.tar.gz","['/nix/store/9dcs318zy7jbxz8kfdjnxd1c6s1xd2vy-libidn2-2.3.8.tar.gz']","/nix/store/3xs5n9hmbbmc5qis9zzs764ilbjk0v72-libidn2-2.3.8.tar.gz.drv","cpe:2.3:a:libidn2-2.3.8.tar.gz:libidn2-2.3.8.tar.gz::*:*:*:*:*:*:*","pkg:nix/libidn2-2.3.8.tar.gz","https://ftp.gnu.org/gnu/libidn/libidn2-2.3.8.tar.gz","","","","","","","",""
"libmpc-1.3.1","libmpc","1.3.1","","x86_64-linux","/nix/store/yjvlpi792ihsf7n6ciwfzb4r0avsa4wd-libmpc-1.3.1","['/nix/store/yjvlpi792ihsf7n6ciwfzb4r0avsa4wd-libmpc-1.3.1']","/nix/store/a43nj6y7i3cipj78x9aan8vmsjh4psl5-libmpc-1.3.1.drv","cpe:2.3:a:libmpc:libmpc:1.3.1:*:*:*:*:*:*:*","pkg:nix/libmpc@1.3.1","","libmpc","1.3.1","https://www.multiprecision.org/mpc/","False","Library for multiprecision complex arithmetic with exact rounding","lgpl2Plus","LGPL-2.0-or-later",""
"libmpc-1.3.1","libmpc","1.3.1","","x86_64-linux","/nix/store/ahgilf2ni62503030szqvgs0p1w7wp7i-libmpc-1.3.1","['/nix/store/ahgilf2ni62503030szqvgs0p1w7wp7i-libmpc-1.3.1']","/nix/store/s7mg05xcimgavzg9725qzb7za53117ff-libmpc-1.3.1.drv","cpe:2.3:a:libmpc:libmpc:1.3.1:*:*:*:*:*:*:*","pkg:nix/libmpc@1.3.1","","libmpc","1.3.1","https://www.multiprecision.org/mpc/","False","Library for multiprecision complex arithmetic with exact rounding","lgpl2Plus","LGPL-2.0-or-later",""
"libpfm-4.13.0","libpfm","4.13.0","/nix/store/n3m5lyi9276xbg81n2gg15h3qykiil84-fix-windows.patch","x86_64-linux","/nix/store/1lzdc255lbs5csvp3yj7qxjxk0y1j132-libpfm-4.13.0","['/nix/store/1lzdc255lbs5csvp3yj7qxjxk0y1j132-libpfm-4.13.0']","/nix/store/s3fn4jgj6l8x2wyjyyrj25ddy1sscsdp-libpfm-4.13.0.drv","cpe:2.3:a:libpfm:libpfm:4.13.0:*:*:*:*:*:*:*","pkg:nix/libpfm@4.13.0","","libpfm","4.13.0","","False","Helper library to program the performance monitoring events","gpl2","GPL-2.0","nixos@nbp.name;t4ccer@gmail.com"
"libpfm-4.13.0.tar.gz","libpfm-4.13.0.tar.gz","","","x86_64-linux","/nix/store/fpf66pbi61806dpr2j3phsckpmvc6my3-libpfm-4.13.0.tar.gz","['/nix/store/fpf66pbi61806dpr2j3phsckpmvc6my3-libpfm-4.13.0.tar.gz']","/nix/store/pccma1v21xh473lbjvrbk07jd0jxkngd-libpfm-4.13.0.tar.gz.drv","cpe:2.3:a:libpfm-4.13.0.tar.gz:libpfm-4.13.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/libpfm-4.13.0.tar.gz","mirror://sourceforge/perfmon2/libpfm4/libpfm-4.13.0.tar.gz","","","","","","","",""
"libpsl-0.21.5","libpsl","0.21.5","/nix/store/4y4zb4vkp98syizhwyx9fwz0svgfbarp-static.patch","x86_64-linux","/nix/store/s6xkmgj0zc7vyjhlfyl7zrbs4hpvfmvj-libpsl-0.21.5","['/nix/store/s6xkmgj0zc7vyjhlfyl7zrbs4hpvfmvj-libpsl-0.21.5']","/nix/store/5xy3qwfblsvipcj7drnhalp49lb8y8rv-libpsl-0.21.5.drv","cpe:2.3:a:libpsl:libpsl:0.21.5:*:*:*:*:*:*:*","pkg:nix/libpsl@0.21.5","","libpsl","0.21.5","https://rockdaboot.github.io/libpsl/","False","C library for the Publix Suffix List","mit","MIT","c0bw3b@gmail.com"
"libpsl-0.21.5.tar.lz","libpsl-0.21.5.tar.lz","","","x86_64-linux","/nix/store/mkgbzcbcfi0wnb9cf243rp3vk3djaj5l-libpsl-0.21.5.tar.lz","['/nix/store/mkgbzcbcfi0wnb9cf243rp3vk3djaj5l-libpsl-0.21.5.tar.lz']","/nix/store/lw5dpj3gcpmmqglwrpb8rygck4ssfx0x-libpsl-0.21.5.tar.lz.drv","cpe:2.3:a:libpsl-0.21.5.tar.lz:libpsl-0.21.5.tar.lz::*:*:*:*:*:*:*","pkg:nix/libpsl-0.21.5.tar.lz","https://github.com/rockdaboot/libpsl/releases/download/0.21.5/libpsl-0.21.5.tar.lz","","","","","","","",""
"libssh2-1.11.1","libssh2","1.11.1","","x86_64-linux","/nix/store/3kabc3hxfvdvrjy4babk34pairib3c0i-libssh2-1.11.1","['/nix/store/3kabc3hxfvdvrjy4babk34pairib3c0i-libssh2-1.11.1']","/nix/store/9h7991mmm2sm95jl9f00fn6yxhscmz1z-libssh2-1.11.1.drv","cpe:2.3:a:libssh2:libssh2:1.11.1:*:*:*:*:*:*:*","pkg:nix/libssh2@1.11.1","","libssh2","1.11.1","https://www.libssh2.org","False","Client-side C library implementing the SSH2 protocol","bsd3","BSD-3-Clause","sandro.jaeckel@gmail.com"
"libssh2-1.11.1","libssh2","1.11.1","","x86_64-linux","/nix/store/8fp5asqnw17ijy009gssqlnkn12d1s9d-libssh2-1.11.1","['/nix/store/8fp5asqnw17ijy009gssqlnkn12d1s9d-libssh2-1.11.1']","/nix/store/xanx65b0md5jbg2j3slvs0pv7gvawg6r-libssh2-1.11.1.drv","cpe:2.3:a:libssh2:libssh2:1.11.1:*:*:*:*:*:*:*","pkg:nix/libssh2@1.11.1","","libssh2","1.11.1","https://www.libssh2.org","False","Client-side C library implementing the SSH2 protocol","bsd3","BSD-3-Clause","sandro.jaeckel@gmail.com"
"libssh2-1.11.1.tar.gz","libssh2-1.11.1.tar.gz","","","builtin","/nix/store/j04yfblg6sk5abb4n067xv0x0dfraf73-libssh2-1.11.1.tar.gz","['/nix/store/j04yfblg6sk5abb4n067xv0x0dfraf73-libssh2-1.11.1.tar.gz']","/nix/store/l4q7jsk9n0ys3qb31zafgzwakpwq0360-libssh2-1.11.1.tar.gz.drv","cpe:2.3:a:libssh2-1.11.1.tar.gz:libssh2-1.11.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/libssh2-1.11.1.tar.gz","https://www.libssh2.org/download/libssh2-1.11.1.tar.gz","","","","","","","",""
"libssh2-1.11.1.tar.gz","libssh2-1.11.1.tar.gz","","","x86_64-linux","/nix/store/j04yfblg6sk5abb4n067xv0x0dfraf73-libssh2-1.11.1.tar.gz","['/nix/store/j04yfblg6sk5abb4n067xv0x0dfraf73-libssh2-1.11.1.tar.gz']","/nix/store/p1kdyv544y5rw5qb9lhb8lhnjb6h6v75-libssh2-1.11.1.tar.gz.drv","cpe:2.3:a:libssh2-1.11.1.tar.gz:libssh2-1.11.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/libssh2-1.11.1.tar.gz","https://www.libssh2.org/download/libssh2-1.11.1.tar.gz","","","","","","","",""
"libtool-2.5.4","libtool","2.5.4","","x86_64-linux","/nix/store/7yk0jq7rvl91va648ibgsfsl695nrzjf-libtool-2.5.4","['/nix/store/7yk0jq7rvl91va648ibgsfsl695nrzjf-libtool-2.5.4']","/nix/store/1fsgzircgcq07bd3z6j7js6kwbzplmgd-libtool-2.5.4.drv","cpe:2.3:a:gnu:libtool:2.5.4:*:*:*:*:*:*:*","pkg:nix/libtool@2.5.4","","libtool","2.5.4","https://www.gnu.org/software/libtool/","False","GNU Libtool, a generic library support script","gpl2Plus","GPL-2.0-or-later",""
